dataset,score,n_neighbors,l1_ratio,max_iter,method
election,0.13321274255230006,,0.8888888888888888,10000.0,lin
election,0.13321274255230006,,1.0,10000.0,lin
election,0.09373604158201514,,0.0,10000.0,lin
election,0.13755961749380702,,0.1111111111111111,10000.0,lin
election,0.13755961749380702,,0.2222222222222222,10000.0,lin
election,0.13755961749380702,,0.3333333333333333,10000.0,lin
election,0.13755961749380702,,0.4444444444444444,10000.0,lin
election,0.13755961749380702,,0.5555555555555556,10000.0,lin
election,0.13755961749380702,,0.6666666666666666,10000.0,lin
election,0.13755961749380702,,0.7777777777777777,10000.0,lin
election,0.13755961749380702,,0.8888888888888888,10000.0,lin
election,0.13755961749380702,,1.0,10000.0,lin
election,0.09143258717301644,,0.0,10000.0,lin
election,0.1352679261466998,,0.1111111111111111,10000.0,lin
election,0.1352679261466998,,0.2222222222222222,10000.0,lin
election,0.1352679261466998,,0.3333333333333333,10000.0,lin
election,0.1352679261466998,,0.4444444444444444,10000.0,lin
election,0.1352679261466998,,0.5555555555555556,10000.0,lin
election,0.1352679261466998,,0.6666666666666666,10000.0,lin
election,0.1352679261466998,,0.7777777777777777,10000.0,lin
election,0.1352679261466998,,0.8888888888888888,10000.0,lin
election,0.1352679261466998,,1.0,10000.0,lin
election,0.09136546242244513,,0.0,10000.0,lin
election,0.12797393478522726,,0.1111111111111111,10000.0,lin
election,0.12797393478522726,,0.2222222222222222,10000.0,lin
election,0.12797393478522726,,0.3333333333333333,10000.0,lin
election,0.12797393478522726,,0.4444444444444444,10000.0,lin
election,0.12797393478522726,,0.5555555555555556,10000.0,lin
election,0.12797393478522726,,0.6666666666666666,10000.0,lin
election,0.12797393478522726,,0.7777777777777777,10000.0,lin
election,0.12797393478522726,,0.8888888888888888,10000.0,lin
election,0.12797393478522726,,1.0,10000.0,lin
election,0.09637529795889276,,0.0,10000.0,lin
election,0.14372663614449122,,0.1111111111111111,10000.0,lin
election,0.14372663614449122,,0.2222222222222222,10000.0,lin
election,0.14372663614449122,,0.3333333333333333,10000.0,lin
election,0.14372663614449122,,0.4444444444444444,10000.0,lin
election,0.14372663614449122,,0.5555555555555556,10000.0,lin
election,0.14372663614449122,,0.6666666666666666,10000.0,lin
election,0.14372663614449122,,0.7777777777777777,10000.0,lin
election,0.14372663614449122,,0.8888888888888888,10000.0,lin
election,0.14372663614449122,,1.0,10000.0,lin
election,0.08670580360856216,,0.0,10000.0,lin
election,0.13480362905208002,,0.1111111111111111,10000.0,lin
election,0.13480362905208002,,0.2222222222222222,10000.0,lin
election,0.13480362905208002,,0.3333333333333333,10000.0,lin
election,0.13480362905208002,,0.4444444444444444,10000.0,lin
election,0.13480362905208002,,0.5555555555555556,10000.0,lin
election,0.13480362905208002,,0.6666666666666666,10000.0,lin
election,0.13480362905208002,,0.7777777777777777,10000.0,lin
election,0.13480362905208002,,0.8888888888888888,10000.0,lin
election,0.13480362905208002,,1.0,10000.0,lin
election,0.09172981885720602,,0.0,10000.0,lin
election,0.13225360365824548,,0.1111111111111111,10000.0,lin
election,0.13225360365824548,,0.2222222222222222,10000.0,lin
election,0.13225360365824548,,0.3333333333333333,10000.0,lin
election,0.13225360365824548,,0.4444444444444444,10000.0,lin
election,0.13225360365824548,,0.5555555555555556,10000.0,lin
election,0.13225360365824548,,0.6666666666666666,10000.0,lin
election,0.13225360365824548,,0.7777777777777777,10000.0,lin
election,0.13225360365824548,,0.8888888888888888,10000.0,lin
election,0.13225360365824548,,1.0,10000.0,lin
election,0.10392588059422385,,0.0,10000.0,lin
election,0.1444012201404096,,0.1111111111111111,10000.0,lin
election,0.1444012201404096,,0.2222222222222222,10000.0,lin
election,0.1444012201404096,,0.3333333333333333,10000.0,lin
election,0.1444012201404096,,0.4444444444444444,10000.0,lin
election,0.1444012201404096,,0.5555555555555556,10000.0,lin
election,0.1444012201404096,,0.6666666666666666,10000.0,lin
election,0.1444012201404096,,0.7777777777777777,10000.0,lin
election,0.1444012201404096,,0.8888888888888888,10000.0,lin
election,0.1444012201404096,,1.0,10000.0,lin
employment,0.15101120056714828,3.0,,,knn
employment,0.14563743526246353,4.0,,,knn
employment,0.1427251325367036,5.0,,,knn
employment,0.1410226484781654,6.0,,,knn
employment,0.13951806596666666,7.0,,,knn
employment,0.1385989681710085,8.0,,,knn
employment,0.13809156618481763,9.0,,,knn
employment,0.137671280621643,10.0,,,knn
employment,0.13707365662294918,11.0,,,knn
employment,0.13674697833699684,12.0,,,knn
employment,0.13657136783625445,13.0,,,knn
employment,0.13617333895081596,14.0,,,knn
employment,0.13573451316013382,15.0,,,knn
employment,0.13555949450132002,16.0,,,knn
employment,0.1351707016951569,17.0,,,knn
employment,0.13496686087384227,18.0,,,knn
employment,0.13457751444008875,19.0,,,knn
employment,0.13436011620795876,20.0,,,knn
employment,0.13412078927914567,21.0,,,knn
employment,0.13398255403017822,22.0,,,knn
employment,0.13380159106689116,23.0,,,knn
employment,0.1338435099479786,24.0,,,knn
employment,0.12779022794353806,3.0,,,knn
employment,0.12458687786612191,4.0,,,knn
employment,0.12163855146062874,5.0,,,knn
employment,0.12022021103997542,6.0,,,knn
employment,0.11848757780003083,7.0,,,knn
employment,0.11777783891181413,8.0,,,knn
employment,0.1169069121091037,9.0,,,knn
employment,0.11609599735027809,10.0,,,knn
employment,0.11548590487034548,11.0,,,knn
employment,0.11503620924818642,12.0,,,knn
employment,0.11447832142989263,13.0,,,knn
employment,0.1139550862229878,14.0,,,knn
employment,0.11388961707088952,15.0,,,knn
employment,0.1134044423578263,16.0,,,knn
employment,0.11312732482765119,17.0,,,knn
employment,0.11292992176844178,18.0,,,knn
employment,0.11272536253983119,19.0,,,knn
employment,0.11247555680596384,20.0,,,knn
employment,0.11212043247914082,21.0,,,knn
employment,0.11189337945766979,22.0,,,knn
employment,0.11174330281020772,23.0,,,knn
employment,0.11174904022198823,24.0,,,knn
employment,0.13195710589130127,3.0,,,knn
employment,0.12750658050088845,4.0,,,knn
employment,0.12461898799043526,5.0,,,knn
employment,0.12266205117930702,6.0,,,knn
employment,0.1215890655733885,7.0,,,knn
employment,0.12057333972504262,8.0,,,knn
employment,0.11968439791637452,9.0,,,knn
employment,0.11907974850296019,10.0,,,knn
employment,0.11878256549488796,11.0,,,knn
employment,0.11845599998623425,12.0,,,knn
employment,0.11798046212687625,13.0,,,knn
employment,0.11738858995223725,14.0,,,knn
employment,0.11740719241054297,15.0,,,knn
employment,0.11700365535060463,16.0,,,knn
employment,0.11687492391316444,17.0,,,knn
employment,0.11646704677366027,18.0,,,knn
employment,0.11636091145635523,19.0,,,knn
employment,0.11621234213512643,20.0,,,knn
employment,0.11602625338497931,21.0,,,knn
employment,0.11610427512169605,22.0,,,knn
employment,0.11608326977938499,23.0,,,knn
employment,0.11602977083717146,24.0,,,knn
employment,0.14160518284657655,3.0,,,knn
employment,0.13693025845295498,4.0,,,knn
employment,0.13442911762842577,5.0,,,knn
employment,0.13315822123283202,6.0,,,knn
employment,0.13191065438806,7.0,,,knn
employment,0.13101377039459983,8.0,,,knn
employment,0.1303419148950072,9.0,,,knn
employment,0.12938204621560084,10.0,,,knn
employment,0.1289811260204954,11.0,,,knn
employment,0.12854818564744327,12.0,,,knn
employment,0.12807140762859787,13.0,,,knn
employment,0.12756547484785843,14.0,,,knn
employment,0.12718554309691846,15.0,,,knn
employment,0.12682244444183208,16.0,,,knn
employment,0.12646351055095548,17.0,,,knn
employment,0.1261666338959848,18.0,,,knn
employment,0.12596724889091776,19.0,,,knn
employment,0.12586407294138444,20.0,,,knn
employment,0.12569889668717082,21.0,,,knn
employment,0.12544699451040503,22.0,,,knn
employment,0.12528809771686245,23.0,,,knn
employment,0.1252683209065377,24.0,,,knn
employment,0.13496702952896414,3.0,,,knn
employment,0.13107830485058114,4.0,,,knn
employment,0.12831452597423415,5.0,,,knn
employment,0.1266402189813284,6.0,,,knn
employment,0.12505534908969693,7.0,,,knn
employment,0.12388751871158461,8.0,,,knn
employment,0.12285250982706244,9.0,,,knn
employment,0.12237704961201852,10.0,,,knn
employment,0.12182259938094428,11.0,,,knn
employment,0.12175864115570532,12.0,,,knn
employment,0.1214811703082751,13.0,,,knn
employment,0.12108794016021379,14.0,,,knn
employment,0.12105069055189643,15.0,,,knn
employment,0.12079206932336223,16.0,,,knn
employment,0.12065377617181595,17.0,,,knn
employment,0.120533631031288,18.0,,,knn
employment,0.12021513551756055,19.0,,,knn
employment,0.12000305449504299,20.0,,,knn
employment,0.11978813581186354,21.0,,,knn
employment,0.11966035757069915,22.0,,,knn
employment,0.11941234700230434,23.0,,,knn
employment,0.11939956757637357,24.0,,,knn
employment,0.13637830480242835,3.0,,,knn
employment,0.13147871689638724,4.0,,,knn
employment,0.12819802472484354,5.0,,,knn
employment,0.12680113046424682,6.0,,,knn
employment,0.1250973305676646,7.0,,,knn
employment,0.12372162668317772,8.0,,,knn
employment,0.12289704454759898,9.0,,,knn
employment,0.12198204861037391,10.0,,,knn
employment,0.12116337272915628,11.0,,,knn
employment,0.12055935093900647,12.0,,,knn
employment,0.12028940947954944,13.0,,,knn
employment,0.1198768427156305,14.0,,,knn
employment,0.11940387459065979,15.0,,,knn
employment,0.11913235006050611,16.0,,,knn
employment,0.11897944914369088,17.0,,,knn
employment,0.11867147852439039,18.0,,,knn
employment,0.11839830283211648,19.0,,,knn
employment,0.11832442122593535,20.0,,,knn
employment,0.1180102301510032,21.0,,,knn
employment,0.1179351956581951,22.0,,,knn
employment,0.1178541988092764,23.0,,,knn
employment,0.11779406163133636,24.0,,,knn
employment,0.13901642598782007,3.0,,,knn
employment,0.13408117419086052,4.0,,,knn
employment,0.13198698857057434,5.0,,,knn
employment,0.13000585360647984,6.0,,,knn
employment,0.12896934973298374,7.0,,,knn
employment,0.1278252081997353,8.0,,,knn
employment,0.1269323500393348,9.0,,,knn
employment,0.12624579248731352,10.0,,,knn
employment,0.1256447356103468,11.0,,,knn
employment,0.12498731550695658,12.0,,,knn
employment,0.12451924614617092,13.0,,,knn
employment,0.12413401843867479,14.0,,,knn
employment,0.12390820150836791,15.0,,,knn
employment,0.12361509415308156,16.0,,,knn
employment,0.12353794595089929,17.0,,,knn
employment,0.12340200819313858,18.0,,,knn
employment,0.12319392242553673,19.0,,,knn
employment,0.12310148448520847,20.0,,,knn
employment,0.12304099544304302,21.0,,,knn
employment,0.12293040209358486,22.0,,,knn
employment,0.12287556068282522,23.0,,,knn
employment,0.1227440256747549,24.0,,,knn
employment,0.12830099876029719,3.0,,,knn
employment,0.12384422977589829,4.0,,,knn
employment,0.12086348203447554,5.0,,,knn
employment,0.11920263900497141,6.0,,,knn
employment,0.11748929441555163,7.0,,,knn
employment,0.11646119596958927,8.0,,,knn
employment,0.11556941097243846,9.0,,,knn
employment,0.1147680102223759,10.0,,,knn
employment,0.11450942091665593,11.0,,,knn
employment,0.11407576509620339,12.0,,,knn
employment,0.11355812810293285,13.0,,,knn
employment,0.11333261052758213,14.0,,,knn
employment,0.11316728670222026,15.0,,,knn
employment,0.112746599720559,16.0,,,knn
employment,0.11264078796809676,17.0,,,knn
employment,0.1123271745052976,18.0,,,knn
employment,0.11211801734831739,19.0,,,knn
employment,0.11193927142064938,20.0,,,knn
employment,0.11181433636430026,21.0,,,knn
employment,0.11171858540518112,22.0,,,knn
employment,0.11169284699210044,23.0,,,knn
employment,0.1115047504494086,24.0,,,knn
employment,0.13359007804098472,3.0,,,knn
employment,0.12883599731847448,4.0,,,knn
employment,0.1258833119532903,5.0,,,knn
employment,0.12392208084833398,6.0,,,knn
employment,0.12248737795515272,7.0,,,knn
employment,0.12161957241924079,8.0,,,knn
employment,0.12080355681327018,9.0,,,knn
employment,0.12004979444177218,10.0,,,knn
employment,0.11968446156446216,11.0,,,knn
employment,0.11927108601272665,12.0,,,knn
employment,0.11906058105208248,13.0,,,knn
employment,0.11870202440760527,14.0,,,knn
employment,0.11813408787583245,15.0,,,knn
employment,0.11780381139542556,16.0,,,knn
employment,0.11767607895912789,17.0,,,knn
employment,0.11771676746769885,18.0,,,knn
employment,0.11760597673750274,19.0,,,knn
employment,0.11750361598514068,20.0,,,knn
employment,0.11724961369946854,21.0,,,knn
employment,0.11707151499325316,22.0,,,knn
employment,0.11697433105013075,23.0,,,knn
employment,0.11682080633293555,24.0,,,knn
employment,0.14575634069466897,3.0,,,knn
employment,0.14172980527734175,4.0,,,knn
employment,0.1394444889427714,5.0,,,knn
employment,0.13770845618536645,6.0,,,knn
employment,0.1362406205540707,7.0,,,knn
employment,0.13507425068009662,8.0,,,knn
employment,0.13457600539053663,9.0,,,knn
employment,0.13399827468261694,10.0,,,knn
employment,0.13344758357939263,11.0,,,knn
employment,0.13292963121387222,12.0,,,knn
employment,0.13264172184127257,13.0,,,knn
employment,0.13231019375801192,14.0,,,knn
employment,0.13196666931437964,15.0,,,knn
employment,0.1316430213037677,16.0,,,knn
employment,0.1313592346270036,17.0,,,knn
employment,0.131394743132778,18.0,,,knn
employment,0.13117375130464293,19.0,,,knn
employment,0.13092127001938234,20.0,,,knn
employment,0.1307101073271051,21.0,,,knn
employment,0.13064385924924946,22.0,,,knn
employment,0.13058144384569137,23.0,,,knn
employment,0.13047836334959673,24.0,,,knn
employment,0.14050388340659564,,0.0,10000.0,lin
employment,0.15244158039482894,,0.1111111111111111,10000.0,lin
employment,0.15244158039482894,,0.2222222222222222,10000.0,lin
employment,0.15244158039482894,,0.3333333333333333,10000.0,lin
employment,0.15244158039482894,,0.4444444444444444,10000.0,lin
employment,0.15244158039482894,,0.5555555555555556,10000.0,lin
employment,0.15244158039482894,,0.6666666666666666,10000.0,lin
employment,0.15244158039482894,,0.7777777777777777,10000.0,lin
employment,0.15244158039482894,,0.8888888888888888,10000.0,lin
employment,0.15244158039482894,,1.0,10000.0,lin
employment,0.11783088635834249,,0.0,10000.0,lin
employment,0.12955261771985652,,0.1111111111111111,10000.0,lin
employment,0.12955261771985652,,0.2222222222222222,10000.0,lin
employment,0.12955261771985652,,0.3333333333333333,10000.0,lin
employment,0.12955261771985652,,0.4444444444444444,10000.0,lin
employment,0.12955261771985652,,0.5555555555555556,10000.0,lin
employment,0.12955261771985652,,0.6666666666666666,10000.0,lin
employment,0.12955261771985652,,0.7777777777777777,10000.0,lin
employment,0.12955261771985652,,0.8888888888888888,10000.0,lin
employment,0.12955261771985652,,1.0,10000.0,lin
employment,0.12259168447193781,,0.0,10000.0,lin
employment,0.13321274255230006,,0.1111111111111111,10000.0,lin
employment,0.13321274255230006,,0.2222222222222222,10000.0,lin
employment,0.13321274255230006,,0.3333333333333333,10000.0,lin
employment,0.13321274255230006,,0.4444444444444444,10000.0,lin
employment,0.13321274255230006,,0.5555555555555556,10000.0,lin
employment,0.13321274255230006,,0.6666666666666666,10000.0,lin
employment,0.13321274255230006,,0.7777777777777777,10000.0,lin
employment,0.13321274255230006,,0.8888888888888888,10000.0,lin
employment,0.13321274255230006,,1.0,10000.0,lin
employment,0.1285257786918301,,0.0,10000.0,lin
employment,0.13755961749380702,,0.1111111111111111,10000.0,lin
employment,0.13755961749380702,,0.2222222222222222,10000.0,lin
employment,0.13755961749380702,,0.3333333333333333,10000.0,lin
employment,0.13755961749380702,,0.4444444444444444,10000.0,lin
employment,0.13755961749380702,,0.5555555555555556,10000.0,lin
employment,0.13755961749380702,,0.6666666666666666,10000.0,lin
employment,0.13755961749380702,,0.7777777777777777,10000.0,lin
employment,0.13755961749380702,,0.8888888888888888,10000.0,lin
employment,0.13755961749380702,,1.0,10000.0,lin
employment,0.12477410720917977,,0.0,10000.0,lin
employment,0.1352679261466998,,0.1111111111111111,10000.0,lin
employment,0.1352679261466998,,0.2222222222222222,10000.0,lin
employment,0.1352679261466998,,0.3333333333333333,10000.0,lin
employment,0.1352679261466998,,0.4444444444444444,10000.0,lin
employment,0.1352679261466998,,0.5555555555555556,10000.0,lin
employment,0.1352679261466998,,0.6666666666666666,10000.0,lin
employment,0.1352679261466998,,0.7777777777777777,10000.0,lin
employment,0.1352679261466998,,0.8888888888888888,10000.0,lin
employment,0.1352679261466998,,1.0,10000.0,lin
employment,0.11908489375730974,,0.0,10000.0,lin
employment,0.12797393478522726,,0.1111111111111111,10000.0,lin
employment,0.12797393478522726,,0.2222222222222222,10000.0,lin
employment,0.12797393478522726,,0.3333333333333333,10000.0,lin
employment,0.12797393478522726,,0.4444444444444444,10000.0,lin
employment,0.12797393478522726,,0.5555555555555556,10000.0,lin
employment,0.12797393478522726,,0.6666666666666666,10000.0,lin
employment,0.12797393478522726,,0.7777777777777777,10000.0,lin
employment,0.12797393478522726,,0.8888888888888888,10000.0,lin
employment,0.12797393478522726,,1.0,10000.0,lin
employment,0.12839297255950166,,0.0,10000.0,lin
employment,0.14372663614449122,,0.1111111111111111,10000.0,lin
employment,0.14372663614449122,,0.2222222222222222,10000.0,lin
employment,0.14372663614449122,,0.3333333333333333,10000.0,lin
employment,0.14372663614449122,,0.4444444444444444,10000.0,lin
employment,0.14372663614449122,,0.5555555555555556,10000.0,lin
employment,0.14372663614449122,,0.6666666666666666,10000.0,lin
employment,0.14372663614449122,,0.7777777777777777,10000.0,lin
employment,0.14372663614449122,,0.8888888888888888,10000.0,lin
employment,0.14372663614449122,,1.0,10000.0,lin
employment,0.12027992675661082,,0.0,10000.0,lin
employment,0.13480362905208002,,0.1111111111111111,10000.0,lin
employment,0.13480362905208002,,0.2222222222222222,10000.0,lin
employment,0.13480362905208002,,0.3333333333333333,10000.0,lin
employment,0.13480362905208002,,0.4444444444444444,10000.0,lin
employment,0.13480362905208002,,0.5555555555555556,10000.0,lin
employment,0.13480362905208002,,0.6666666666666666,10000.0,lin
employment,0.13480362905208002,,0.7777777777777777,10000.0,lin
employment,0.13480362905208002,,0.8888888888888888,10000.0,lin
employment,0.13480362905208002,,1.0,10000.0,lin
employment,0.12073893226586624,,0.0,10000.0,lin
employment,0.13225360365824548,,0.1111111111111111,10000.0,lin
employment,0.13225360365824548,,0.2222222222222222,10000.0,lin
employment,0.13225360365824548,,0.3333333333333333,10000.0,lin
employment,0.13225360365824548,,0.4444444444444444,10000.0,lin
employment,0.13225360365824548,,0.5555555555555556,10000.0,lin
employment,0.13225360365824548,,0.6666666666666666,10000.0,lin
employment,0.13225360365824548,,0.7777777777777777,10000.0,lin
employment,0.13225360365824548,,0.8888888888888888,10000.0,lin
employment,0.13225360365824548,,1.0,10000.0,lin
employment,0.1327787627387747,,0.0,10000.0,lin
employment,0.1444012201404096,,0.1111111111111111,10000.0,lin
employment,0.1444012201404096,,0.2222222222222222,10000.0,lin
employment,0.1444012201404096,,0.3333333333333333,10000.0,lin
employment,0.1444012201404096,,0.4444444444444444,10000.0,lin
employment,0.1444012201404096,,0.5555555555555556,10000.0,lin
employment,0.1444012201404096,,0.6666666666666666,10000.0,lin
employment,0.1444012201404096,,0.7777777777777777,10000.0,lin
employment,0.1444012201404096,,0.8888888888888888,10000.0,lin
employment,0.1444012201404096,,1.0,10000.0,lin
